Date,Ticker,Close,sentiment,rsi,macd,ema_10,ema_30,ema_ratio
2014-01-02,AADR,54.709999084472656,0.0,0.0,0.0,54.709999084472656,54.709999084472656,1.0
2014-01-03,AADR,54.560001373291016,0.0,0.0,-0.011965629382004295,54.68272677334872,54.70032181278352,0.999678337551742
2014-01-06,AADR,57.20000076293945,0.0,0.0,0.18939419212122743,55.14041295327431,54.861591422471,1.0050822720153376
2014-01-07,AADR,57.91999816894531,0.0,0.0,0.40243208816984577,55.6457920833963,55.058907986759664,1.0106592033532116
2014-01-08,AADR,58.22999954223633,0.0,0.0,0.5894854543032935,56.11564798500358,55.2634945387259,1.0154198255718434
2014-01-09,AADR,57.220001220703125,0.0,0.0,0.6487497872564347,56.316439482403496,55.389720776272824,1.0167308788190832
2014-01-10,AADR,57.93999862670898,0.0,0.0,0.7452244874879241,56.6116320540954,55.55425483113967,1.0190332356391008
2014-01-13,AADR,55.90999984741211,0.0,0.0,0.6503802675260886,56.48406256197116,55.57720612251209,1.0163170569866364
2014-01-14,AADR,57.7400016784668,0.0,0.0,0.714643429092817,56.71241512860673,55.716741319670454,1.0178702807334634
2014-01-15,AADR,57.59999847412109,0.0,0.0,0.7456796285025078,56.873793918700244,55.838241781247916,1.0185455720742285
2014-01-16,AADR,57.18999862670898,0.0,0.0,0.728791425072643,56.93128568379274,55.92545190030992,1.0179852598290269
2014-01-17,AADR,56.29999923706055,0.0,0.0,0.6362575089653433,56.81650632984143,55.949616244616415,1.015494120307008
2014-01-21,AADR,58.5099983215332,0.0,0.0,0.7328048519849091,57.124413964694476,56.114802185062665,1.017991897686856
2014-01-22,AADR,57.5099983215332,0.0,0.0,0.7203242249833153,57.19452021139243,56.20481483902851,1.017608907265302
2014-01-23,AADR,56.630001068115234,0.0,56.4257133220084,0.632137921789365,57.09188036716021,56.23224620864701,1.015287210034676
2014-01-24,AADR,54.45000076293945,0.0,49.675896723944845,0.38193907959445283,56.61153862093825,56.11726263150459,1.0088079133987582
2014-01-27,AADR,53.54999923706055,0.0,38.0170631982551,0.10976677006001268,56.054895096596844,55.95163273508885,1.0018455647576345
2014-01-28,AADR,55.13999938964844,0.0,41.36646260008842,0.022113072254448696,55.88855042260623,55.89926929344754,0.999808246673404
2014-01-29,AADR,53.52999877929688,0.0,36.49424890464462,-0.17524657525378018,55.459722851095435,55.746413131244275,0.994857242573188
2014-01-30,AADR,61.08000183105469,0.0,58.061821672322324,0.27440347798118125,56.48159175654257,56.09051562800624,1.0069722327234423
2014-01-31,AADR,62.56999969482422,0.0,59.36867771122516,0.7424265290160434,57.588575018048324,56.50854685812353,1.0191126514478674
2014-02-03,AADR,61.47999954223633,0.0,61.71644655797858,1.0136989753011179,58.29610674971887,56.829285740969524,1.025811005533928
2014-02-04,AADR,62.75,0.0,60.7927567766749,1.3159928204423537,59.10590552249725,57.211267306068265,1.0331165224201917
2014-02-05,AADR,62.18999862670898,0.0,59.71223009968742,1.493163184202814,59.66664972326302,57.53247577836767,1.037095117427535
2014-02-06,AADR,62.15999984741211,0.0,60.688174668178796,1.612562704080318,60.119986109471945,57.83102571830602,1.03958014513378
2014-02-07,AADR,64.31999969482422,0.0,66.35399736549421,1.8600402336459254,60.88362494317235,58.24966920066204,1.045218381128255
2014-02-10,AADR,63.54999923706055,0.0,60.91854531126143,1.9713113073740658,61.36842026933384,58.59162597720388,1.047392340557511
2014-02-11,AADR,64.8499984741211,0.0,65.69717668361852,2.1397280557599245,62.00143448838606,58.99539194474693,1.0509538532510216
2014-02-12,AADR,64.44999694824219,0.0,67.07422283057468,2.215385180712815,62.44662766290536,59.347301944972436,1.0522235319274775
2014-02-13,AADR,67.33000183105469,0.0,77.28812638797946,2.479158130450543,63.334513875296146,59.86231484084872,1.0580030866443888
2014-02-14,AADR,67.08999633789062,0.0,79.51174565197113,2.6384195972524793,64.01732886849514,60.32861687291594,1.0611436526607196
2014-02-18,AADR,67.30000305175781,0.0,78.2003528060823,2.7498823122661733,64.61417871999744,60.7783837231638,1.0631111714701909
2014-02-19,AADR,68.05999755859375,0.0,85.07964441372877,2.866499302497239,65.24069123610586,61.248165260933476,1.065186050196984
2014-02-20,AADR,69.62999725341797,0.0,79.02236607392582,3.050441372464853,66.03874687561715,61.78892861528732,1.0687796075376257
2014-02-21,AADR,68.58999633789062,0.0,71.07839889726506,3.0768296292069266,66.50261041421233,62.22770717803592,1.068697746229758
2014-02-24,AADR,70.77999877929688,0.0,80.23403564530695,3.2371416532713724,67.28031738968224,62.779467926504374,1.0716930170298191
2014-02-25,AADR,69.8499984741211,0.0,73.60369294763674,3.25166368022213,67.74753213230748,63.23563118764094,1.0713506113551432
2014-02-26,AADR,69.26000213623047,0.0,73.45719404036896,3.1789201053777703,68.02252667847529,63.62430028109833,1.0691280906500373
2014-02-27,AADR,68.94000244140625,0.0,72.07030362333867,3.0601732251533065,68.18934045355364,63.96724880756981,1.066003958661486
2014-02-28,AADR,68.45999908447266,0.0,65.13155950112294,2.893973285106341,68.23855111372073,64.2571036641442,1.06196120308171
2014-03-03,AADR,67.41000366210938,0.0,63.82522032182795,2.647019585734512,68.08790612251866,64.46051656723873,1.0562730450894884
2014-03-04,AADR,68.80000305175781,0.0,64.05694510586932,2.534255019466613,68.21737829147123,64.7404834372077,1.0537051110783842
2014-03-05,AADR,71.56999969482422,0.0,71.68087768672379,2.637994706658418,68.8269458193536,65.181097389312,1.0559341369824715
2014-03-06,AADR,70.83999633789062,0.0,62.298505451780855,2.630975735595655,69.19295500454214,65.54618764405902,1.0556366051414992
2014-03-07,AADR,69.80000305175781,0.0,58.99140059961909,2.5125314848937563,69.30332737676318,65.82062734778152,1.0529119847275208
2014-03-10,AADR,72.02999877929688,0.0,63.838504869157305,2.5689918424108527,69.79908581358748,66.2212319562664,1.0540288024191993
2014-03-11,AADR,70.0999984741211,0.0,55.58598680606825,2.4299907666348872,69.85379720641177,66.47147495741831,1.0508838152178837
2014-03-12,AADR,70.87999725341797,0.0,53.57756440882407,2.3556167122627585,70.04037903314017,66.75589575070862,1.0492013963035869
2014-03-13,AADR,68.83000183105469,0.0,50.649366198113455,2.1069694084805377,69.8203104509428,66.88970904621482,1.0438124406058218
2014-03-14,AADR,67.72000122070312,0.0,41.20689277179751,1.799602162714507,69.43843604544467,66.94327628327858,1.0372727464309863
2014-03-17,AADR,68.73999786376953,0.0,46.82675186242119,1.6196463358465394,69.3114472851401,67.05919380460058,1.0335860506629742
2014-03-18,AADR,69.19000244140625,0.0,49.79827157768556,1.4960955963643414,69.28936640446122,67.19666532955578,1.0311429304511184
2014-03-19,AADR,68.23999786376953,0.0,48.05337864014227,1.3064632205327484,69.09857212433545,67.26397710595668,1.0272745546325464
2014-03-20,AADR,66.97000122070312,0.0,46.03090212700577,1.0416921030350892,68.71155923276594,67.24501091981129,1.021809027805847
2014-03-21,AADR,67.23999786376953,0.0,49.52749871394323,0.843917402983422,68.44400262022113,67.24468749684085,1.017835091038777
2014-03-24,AADR,64.0999984741211,0.0,38.095216009838595,0.4288641407717506,67.65418368456658,67.04180433408474,1.0091342910078942
2014-03-25,AADR,64.88999938964844,0.0,31.193678938860415,0.16181263639415988,67.15160472185418,66.90297820863725,1.0037162248957228
2014-03-26,AADR,60.38999938964844,0.0,25.73152590133587,-0.4082341278491981,65.92222193418041,66.48278602676702,0.9915682821661398
2014-03-27,AADR,60.970001220703125,0.0,29.046024783411283,-0.8039317699745254,65.02181816809363,66.12712249089194,0.983285159233255
2014-03-28,AADR,60.0099983215332,0.0,19.64646232090429,-1.1813711023999502,64.11057819599174,65.73246931867524,0.9753258756365827
2014-03-31,AADR,60.2400016784668,0.0,22.762443235309675,-1.4452749144035195,63.406837010987196,65.37811656769406,0.9698480216286782
2014-04-01,AADR,62.619998931884766,0.0,29.035538066901267,-1.4457094601233536,63.26377554205948,65.20017349441605,0.9703007239310121
2014-04-02,AADR,62.720001220703125,0.0,32.788738072897445,-1.421597204127771,63.16490748363104,65.04016237998296,0.971167739628383
2014-04-03,AADR,59.4900016784668,0.0,29.290395509294555,-1.6441690786785372,62.49674279178299,64.68208749601418,0.9662140665394288
2014-04-04,AADR,56.75,0.0,22.232534915327548,-2.0183874153845736,61.45188046600426,64.17033991562617,0.9576368232863305
2014-04-07,AADR,56.95000076293945,0.0,21.321468568532694,-2.272622377123362,60.633356883628835,63.70451158319477,0.9517906248201091
2014-04-08,AADR,58.18999862670898,0.0,26.768380164633342,-2.3469932739442427,60.189109927825214,63.34873655374408,0.9501232889903292
2014-04-09,AADR,62.40999984741211,0.0,40.724165325651384,-2.0418764344863476,60.59290809502283,63.28817289527105,0.9574128201692861
2014-04-10,AADR,59.15999984741211,0.0,35.34108240753825,-2.038814791783018,60.33237932272996,63.0218391502479,0.9573249549079946
2014-04-11,AADR,58.52999877929688,0.0,38.88224087861351,-2.0634382077279767,60.004673769378485,62.73204299728332,0.9565235070054557
2014-04-14,AADR,58.88999938964844,0.0,37.81478986325973,-2.030497095090105,59.80200570033666,62.48416921614559,0.9570745110408562
2014-04-15,AADR,59.09000015258789,0.0,46.801184733184414,-1.9655944862066832,59.672550146200514,62.2651905668838,0.958361318786966
2014-04-16,AADR,59.720001220703125,0.0,46.931763958563835,-1.8420884312351902,59.6811776142919,62.100984802614086,0.9610343186019761
2014-04-17,AADR,58.93999862670898,0.0,47.35017543064111,-1.7865543964481105,59.54641779836773,61.897050210620215,0.9620235147837599
2014-04-21,AADR,61.2400016784668,0.0,52.246180506048674,-1.5392092038513638,59.85434214020392,61.85465998273935,0.9676610001074515
2014-04-22,AADR,63.02999877929688,0.0,50.946007534683915,-1.1850875981455147,60.431734256402635,61.930488292194674,0.9757994151649385
2014-04-23,AADR,61.36000061035156,0.0,47.07400970548049,-1.0273558510480214,60.60050995712062,61.89368263530157,0.9791065481464278
2014-04-24,AADR,60.869998931884766,0.0,53.365845706904075,-0.9311575409086075,60.649507952532275,61.827638525403714,0.9809449204114861
